,record_id,borrower_id,borrower_age,borrower_income,business_uid,business_annual_income,business_annual_revenue,business_annual_expense,business_age,business_no_of_employees,loan_amount_asked,loan_amount_offered,loan_interest_rate,loan_duration_months,loan_monthly_payment,business_default,business_previous_loan,final_credit_score,final_loan_verdict
212,17093,2573460,26,802000,384553023900,390000,2826000,2250000,24,62,1524000,1447800.0,24,54,30162.5,0,0,650.0,1
213,22962,3894920,54,1789000,263506873700,1360000,9563000,7217000,36,18,2846000,2561400.0,29,48,53362.5,0,0,600.0,1
214,80652,3310980,58,1280000,377279141490,160000,900000,337000,34,52,3614000,3252600.0,28,78,67762.5,0,0,600.0,1
215,63744,2807480,41,641000,221347060380,200000,1482000,1474000,4,48,2261000,2034900.0,22,78,42393.75,0,0,425.0,0
216,44834,4277660,27,37000,344260869040,770000,6172000,4464000,36,38,7576000,7197200.0,25,54,149941.66666666700,0,0,675.0,1
217,88918,1069420,55,1898000,385369467400,1080000,6074000,3433000,32,66,15011000,14260450.0,22,66,297092.7083333330,0,0,725.0,1
218,22526,2755420,31,1394000,299762405070,340000,1407000,1248000,24,86,5531000,5254450.0,24,90,109467.70833333300,0,0,650.0,1
219,78909,2924780,58,1639000,399659248200,820000,6312000,3244000,22,42,29836000,28344200.0,26,78,590504.1666666670,0,0,675.0,1
220,71565,6899000,43,1344000,270157203200,190000,892000,423000,32,22,3019000,2717100.0,29,78,56606.25,0,0,525.0,1
221,80234,5319120,55,1861000,318903938750,1900000,18767000,17559000,20,90,83088000,78933600.0,20,66,1644450.0,0,0,675.0,1
222,54826,2455620,59,1050000,385769264890,1450000,11939000,3712000,18,40,59517000,56541150.0,29,78,1177940.625,0,0,650.0,1
223,77557,6906760,29,1205000,360038373940,1060000,8555000,1332000,22,8,15011000,13509900.0,28,72,281456.25,0,0,550.0,1
224,75704,4731920,44,1344000,401827544210,150000,416000,279000,22,26,1220000,1098000.0,26,66,22875.0,0,0,525.0,1
225,79820,3066940,58,271000,326722712770,100000,645000,560000,6,34,610000,549000.0,20,66,11437.5,0,0,425.0,0
226,11696,7160880,29,719000,318227365510,490000,3676000,1963000,32,72,7856000,7463200.0,20,84,155483.33333333300,0,0,650.0,1
227,84656,6879440,55,910000,337674167810,730000,5637000,1922000,18,98,8359000,7941050.0,26,72,165438.54166666700,0,0,650.0,1
228,82427,8773900,43,55000,402228659260,440000,1443000,496000,8,48,2126000,1913400.0,27,60,39862.5,0,0,525.0,1
229,50696,2333300,47,860000,318618030320,1120000,4066000,2028000,4,88,11710000,10539000.0,28,78,219562.5,0,0,575.0,1
230,1171,20060,49,1205000,322102815680,1180000,4657000,4314000,20,86,3210000,3049500.0,27,72,63531.25,0,0,675.0,1
231,75131,2394480,53,970000,233618257390,1840000,18371000,17908000,28,94,42772000,40633400.0,22,84,846529.1666666670,0,0,725.0,1
232,85781,4466100,40,336000,241909052010,380000,3647000,3209000,24,12,13432000,12088800.0,27,54,251850.0,0,0,525.0,1
233,49962,9966520,59,1347000,247874064530,350000,2855000,2670000,8,64,306000,275400.0,27,48,5737.5,0,0,550.0,1
234,49347,8038420,34,203000,315269042020,490000,2664000,2470000,26,4,4550000,4095000.0,23,72,85312.5,0,0,475.0,0
235,63468,7458800,35,1986000,299300668600,970000,5153000,3295000,8,98,16915000,15223500.0,26,54,317156.25,0,0,600.0,1
236,77661,4402240,44,1333000,319591973720,340000,1547000,819000,8,40,6582000,5923800.0,29,60,123412.5,0,0,525.0,1
237,23508,342220,26,1289000,405296269920,920000,6020000,1325000,16,58,11667000,11083650.0,28,84,230909.375,0,0,650.0,1
238,2448,6411200,52,401000,358491444820,1790000,3485000,1996000,8,52,5903000,5607850.0,27,72,116830.20833333300,0,0,625.0,1
239,83383,838360,26,955000,221368998970,1940000,17162000,7512000,28,10,29175000,26257500.0,29,60,547031.25,0,0,550.0,1
240,82989,7131620,43,891000,264441793770,400000,1409000,505000,30,40,5985000,5685750.0,29,78,118453.125,0,0,625.0,1
241,20120,2552440,41,430000,292396485160,1040000,4940000,4513000,18,48,16435000,15613250.0,28,48,325276.0416666670,0,0,650.0,1
242,21079,6709340,45,1828000,280975475100,1580000,7157000,3944000,4,20,26979000,24281100.0,23,60,505856.25,0,0,450.0,0
243,57498,6061700,49,1656000,216310277980,1450000,5597000,5098000,26,2,5479000,4931100.0,28,66,102731.25,0,0,550.0,1
244,19915,8187120,39,616000,248497839380,1510000,13204000,10782000,4,98,44016000,39614400.0,26,48,825300.0,0,0,575.0,1
245,96135,680180,57,1671000,375501298030,790000,5284000,804000,0,48,25083000,23828850.0,23,66,496434.375,0,0,675.0,1
246,34032,3050360,53,1426000,357044960820,150000,1149000,315000,6,42,1452000,1306800.0,26,60,27225.0,0,0,475.0,0
247,68234,1315260,58,784000,214579165100,20000,40000,34000,10,66,184000,165600.0,22,78,3450.0,0,0,450.0,0
248,20852,5604280,30,849000,235863784810,1310000,4477000,1373000,22,78,9968000,9469600.0,28,78,197283.33333333300,0,0,725.0,1
249,89517,3307340,49,415000,307227257780,210000,1961000,1327000,20,42,8207000,7386300.0,26,78,153881.25,0,0,575.0,1
250,4280,1839040,56,1454000,231847654100,1460000,9709000,2219000,18,54,847000,804650.0,28,84,16763.541666666700,0,0,675.0,1
251,85635,9416180,33,1295000,382651642510,560000,2894000,1923000,24,80,78000,74100.0,22,66,1543.75,0,0,700.0,1
252,8738,9125180,46,868000,372642725970,1660000,9753000,7379000,28,58,34308000,32592600.0,20,48,679012.5,0,0,725.0,1
253,20762,4335720,47,1396000,217513421880,420000,1033000,584000,22,96,4532000,4305400.0,20,60,89695.83333333330,0,0,650.0,1
254,29014,6607220,33,1574000,216181418410,1810000,3738000,3119000,30,56,3285000,3120750.0,28,72,65015.625,0,0,725.0,1
255,62560,2785020,58,1279000,228954536660,1510000,5175000,1644000,6,88,7515000,7139250.0,22,90,148734.375,0,0,625.0,1
256,55596,1231560,57,1862000,367376527150,460000,680000,648000,12,44,945000,850500.0,28,60,17718.75,0,0,575.0,1
257,22495,5828040,31,1956000,259757252530,550000,1933000,1070000,22,66,7328000,6961600.0,27,54,145033.33333333300,0,0,700.0,1
258,37108,1231480,42,869000,359317501170,1110000,10926000,2813000,32,54,11722000,11135900.0,21,78,231997.91666666700,0,0,725.0,1
259,12311,6565060,56,1438000,249719126510,580000,1796000,1264000,16,20,8448000,7603200.0,28,78,158400.0,0,0,525.0,1
260,39949,2364720,45,1713000,329925189270,1630000,4794000,4199000,34,66,18848000,17905600.0,22,84,373033.3333333330,0,0,725.0,1
261,44713,7505660,44,1761000,346422909880,1650000,12178000,6712000,4,64,34464000,31017600.0,27,60,646200.0,0,0,575.0,1
262,77314,3849060,49,1919000,380450449310,1160000,7593000,3151000,0,92,5595000,5315250.0,26,48,110734.375,0,0,725.0,1
263,99335,2251320,25,1891000,401783124510,1850000,11480000,10428000,0,4,35493000,31943700.0,26,78,665493.75,0,0,550.0,1
264,74427,9955480,42,384000,283908444240,340000,429000,413000,28,58,345000,327750.0,27,84,6828.125,0,0,650.0,1
265,87945,3294940,37,1087000,404606399180,1030000,6524000,2615000,20,22,24286000,21857400.0,28,66,455362.5,0,0,600.0,1
266,36071,4057840,39,575000,380754720990,900000,7508000,3700000,0,72,9102000,8646900.0,28,78,180143.75,0,0,700.0,1
267,71041,2966460,52,1853000,362367104420,650000,1214000,1157000,4,80,410000,369000.0,28,66,7687.5,0,0,550.0,1
268,19931,6524980,27,617000,243093952830,800000,7008000,3164000,34,94,20818000,19777100.0,27,84,412022.9166666670,0,0,700.0,1
269,82526,9351560,31,1379000,356430177850,1780000,12032000,4884000,0,42,27062000,25708900.0,28,60,535602.0833333330,0,0,700.0,1
270,52839,6040040,44,1824000,383308751270,1190000,6002000,1443000,24,68,15953000,15155350.0,21,48,315736.4583333330,0,0,725.0,1
271,33586,1529040,27,179000,341135627890,520000,1601000,1139000,22,50,5522000,5245900.0,20,54,109289.58333333300,0,0,675.0,1
272,5678,6734100,31,1354000,406151727900,820000,7610000,2484000,10,96,3295000,2965500.0,26,48,61781.25,0,0,600.0,1
273,32981,8896480,25,1899000,366409260810,230000,1081000,454000,20,88,1301000,1170900.0,29,48,24393.75,0,0,600.0,1
274,7214,1595580,46,1040000,392578861250,1100000,2238000,1488000,30,68,8660000,8227000.0,28,78,171395.83333333300,0,0,725.0,1
275,44802,912740,45,1484000,283795882420,1320000,5955000,2202000,16,10,25342000,22807800.0,22,60,475162.5,0,0,500.0,0
276,30134,2165900,30,857000,375413197820,600000,4917000,3410000,30,80,4226000,4014700.0,29,78,83639.58333333330,0,0,700.0,1
277,50839,6977960,51,538000,292712782920,1510000,5198000,3969000,36,44,4714000,4478300.0,25,60,93297.91666666670,0,0,700.0,1
278,24499,3401160,31,1307000,261233756300,860000,1834000,1410000,34,90,7482000,7107900.0,26,48,148081.25,0,0,700.0,1
279,53602,3363420,29,107000,213016819600,1480000,13193000,1979000,2,86,51066000,45959400.0,28,48,957487.5,0,0,525.0,1
280,8137,5596900,48,882000,382424811640,330000,728000,509000,10,52,1887000,1698300.0,27,60,35381.25,0,0,550.0,1
281,67579,1353860,57,701000,408600652310,1960000,15336000,13235000,12,12,47909000,43118100.0,28,78,898293.75,0,0,550.0,1
282,80869,1683920,59,1777000,250848878840,1080000,10271000,4944000,2,28,27825000,25042500.0,26,54,521718.75,0,0,450.0,0
283,72106,5375760,29,1403000,383209036350,1730000,11325000,7507000,30,92,49682000,47197900.0,26,66,983289.5833333330,0,0,725.0,1
284,70447,895160,44,380000,279315439770,1550000,14129000,5819000,24,60,5233000,4971350.0,21,90,103569.79166666700,0,0,725.0,1
285,83346,5385700,44,1219000,336176745640,620000,1937000,1696000,2,98,8128000,7315200.0,20,66,152400.0,0,0,500.0,0
286,74326,9660360,37,592000,339112224440,1480000,14625000,8847000,18,58,53209000,50548550.0,27,54,1053094.7916666700,0,0,675.0,1
287,12005,1670680,55,804000,401047261650,10000,99000,57000,14,82,193000,173700.0,26,60,3618.75,0,0,500.0,0
288,63937,8189560,49,320000,353526165530,1520000,7884000,5967000,12,44,32397000,30777150.0,29,66,641190.625,0,0,650.0,1
289,75943,5460360,31,801000,396504112490,1890000,9455000,3387000,14,98,32141000,30533950.0,23,66,636123.9583333330,0,0,675.0,1
290,88180,4187300,42,1102000,258824286700,1300000,9604000,7582000,12,56,46860000,44517000.0,23,78,927437.5,0,0,675.0,1
291,42346,2738300,30,157000,323146086980,1660000,2269000,1802000,32,48,8401000,7980950.0,25,60,166269.79166666700,0,0,700.0,1
292,91404,14060,41,1375000,387181061730,870000,1840000,997000,30,38,433000,411350.0,24,66,8569.791666666670,0,0,675.0,1
293,10277,8688960,52,1736000,230167975720,560000,1513000,903000,20,76,7299000,6934050.0,28,90,144459.375,0,0,650.0,1
294,58669,716880,35,774000,210230451270,900000,3686000,2891000,18,44,9781000,9291950.0,27,48,193582.29166666700,0,0,625.0,1
295,5707,2649360,39,188000,222319868150,1650000,3312000,2539000,34,6,1108000,997200.0,26,66,20775.0,0,0,550.0,1
296,75864,2713360,52,104000,403029893360,1080000,6248000,1585000,28,66,20559000,19531050.0,26,48,406896.875,0,0,725.0,1
297,51895,397300,58,1321000,212274160030,1320000,4290000,2701000,0,58,152000,144400.0,24,84,3008.3333333333300,0,0,725.0,1
298,50712,6863640,58,1680000,331537430610,690000,774000,726000,6,26,2116000,1904400.0,28,48,39675.0,0,0,525.0,1
299,32055,6983640,42,61000,272729886800,1290000,11775000,8067000,10,84,8703000,8267850.0,29,54,172246.875,0,0,625.0,1
300,32265,8242860,46,892000,274220785060,630000,4386000,3303000,14,4,1111000,999900.0,28,60,20831.25,0,0,475.0,0
301,17796,5739140,26,922000,308066498640,1560000,1796000,1600000,38,94,7801000,7410950.0,22,48,154394.79166666700,0,0,725.0,1
302,12774,4170200,53,979000,322266802660,950000,6461000,3378000,0,18,32192000,28972800.0,28,72,603600.0,0,0,575.0,1
303,20458,7029320,55,1030000,252265170660,1030000,1491000,1081000,8,12,3301000,2970900.0,27,54,61893.75,0,0,500.0,0
304,4792,5724100,45,596000,378780594100,1740000,12090000,8994000,28,72,35658000,33875100.0,25,84,705731.25,0,0,725.0,1
305,59828,7022860,40,1203000,305501283260,1210000,4419000,3669000,38,60,9256000,8793200.0,29,90,183191.66666666700,0,0,725.0,1
306,2328,5414980,25,415000,234225264650,690000,5639000,1291000,36,16,19216000,17294400.0,26,60,360300.0,0,0,575.0,1
307,104,8503760,26,1577000,278303062390,1870000,7110000,4659000,10,94,21623000,20541850.0,26,48,427955.2083333330,0,0,625.0,1
308,89819,4496380,25,282000,347929184370,70000,469000,185000,28,22,1370000,1233000.0,28,48,25687.5,0,0,475.0,0
309,80996,7740320,59,911000,284700164270,1930000,5508000,3035000,26,38,9809000,9318550.0,28,90,194136.45833333300,0,0,700.0,1
310,85643,9616940,55,109000,287093624630,1950000,6831000,5264000,12,52,26739000,25402050.0,26,90,529209.375,0,0,675.0,1
311,31211,6813760,48,1685000,219876455530,100000,990000,971000,30,52,4483000,4034700.0,28,60,84056.25,0,0,550.0,1
312,51527,1416120,45,1162000,375128766130,400000,3452000,3288000,20,94,6977000,6279300.0,29,66,130818.75,0,0,600.0,1
313,82828,1659440,48,704000,318654743980,1850000,17413000,15885000,4,62,68149000,61334100.0,25,78,1277793.75,0,0,575.0,1
314,49555,4449620,58,1977000,212235381650,1300000,2637000,1656000,34,86,2641000,2508950.0,20,54,52269.791666666700,0,0,725.0,1
315,675,8833500,26,344000,235238966100,1300000,12933000,9413000,32,40,59223000,56261850.0,20,66,1172121.875,0,0,700.0,1
316,63512,2194140,27,1403000,225450792790,1440000,11136000,5986000,8,72,1983000,1883850.0,25,78,39246.875,0,0,625.0,1
317,82252,7878860,49,1701000,243446278430,500000,953000,839000,14,2,4197000,3777300.0,22,48,78693.75,0,0,425.0,0
318,28074,6554020,48,336000,320452503450,490000,602000,506000,12,88,1672000,1504800.0,26,66,31350.0,0,0,600.0,1
319,6231,4169840,54,1832000,219713824450,530000,5113000,3259000,32,18,5622000,5059800.0,27,72,105412.5,0,0,575.0,1
320,93831,9053540,36,1203000,293200662480,1020000,7115000,6723000,2,30,12450000,11205000.0,26,60,233437.5,0,0,450.0,0
321,59476,74960,56,118000,234859611390,1080000,1638000,1117000,6,8,1466000,1319400.0,20,60,27487.5,0,0,450.0,0
322,39544,103800,41,628000,216893870180,1920000,4868000,2727000,30,80,517000,491150.0,24,48,10232.291666666700,0,0,725.0,1
323,64367,14460,27,1199000,390066075680,1970000,10680000,6935000,30,52,7341000,6973950.0,20,54,145290.625,0,0,725.0,1
324,3785,7261660,43,32000,273985073970,1580000,2718000,2476000,8,60,10959000,10411050.0,28,84,216896.875,0,0,625.0,1
325,6883,5479160,57,923000,292732632480,1880000,14301000,5811000,14,90,63751000,60563450.0,28,60,1261738.5416666700,0,0,675.0,1
326,52654,3815180,50,641000,297331668710,1640000,5752000,5591000,38,16,6279000,5651100.0,26,48,117731.25,0,0,600.0,1
327,48236,263360,55,61000,274502894660,790000,3471000,2051000,22,90,7454000,7081300.0,23,84,147527.08333333300,0,0,700.0,1
328,52404,6296680,57,1101000,398987904660,20000,116000,30000,24,80,168000,151200.0,29,54,3150.0,0,0,550.0,1
329,86011,4853180,52,979000,242632026240,1620000,5651000,2914000,6,58,8074000,7670300.0,28,60,159797.91666666700,0,0,625.0,1
330,72814,1669920,47,735000,322972633570,10000,84000,61000,34,22,208000,187200.0,23,54,3900.0,0,0,475.0,0
331,86603,6667460,27,1551000,214903740370,1360000,5521000,1847000,24,52,23740000,22553000.0,26,72,469854.1666666670,0,0,725.0,1
332,39660,957620,27,693000,238900394740,1910000,13698000,7035000,14,46,25068000,23814600.0,22,78,496137.5,0,0,650.0,1
333,30756,1145520,48,220000,291950000520,1680000,9997000,7270000,16,20,9643000,8678700.0,27,48,180806.25,0,0,550.0,1
334,61204,1915360,28,412000,225617035060,1830000,8262000,5806000,28,46,33950000,32252500.0,24,84,671927.0833333330,0,0,700.0,1
335,8691,834080,41,463000,247388789650,380000,1764000,1406000,34,88,1836000,1744200.0,29,48,36337.5,0,0,650.0,1
336,99507,6191860,55,932000,346985274850,1890000,3044000,2078000,28,78,1539000,1462050.0,20,48,30459.375,0,0,725.0,1
337,70703,2079480,48,83000,263048967850,20000,109000,87000,22,52,459000,413100.0,28,78,8606.25,0,0,550.0,1
338,42026,2586100,54,1852000,250895074440,10000,31000,11000,24,36,75000,67500.0,28,72,1406.25,0,0,525.0,1
339,82263,9869440,43,20000,395317301180,260000,367000,260000,10,16,1265000,1138500.0,21,66,23718.75,0,0,425.0,0
340,65232,9566880,26,1914000,308554351550,1610000,11460000,4281000,36,76,56276000,53462200.0,23,72,1113795.8333333300,0,0,725.0,1
341,18246,799640,28,501000,295675831620,1040000,3950000,2258000,24,4,15298000,13768200.0,28,48,286837.5,0,0,550.0,1
342,89290,7403140,38,1433000,366193423520,650000,977000,683000,14,82,1983000,1883850.0,28,66,39246.875,0,0,650.0,1
343,6076,8201780,37,1991000,340372717760,400000,2217000,559000,14,8,11067000,9960300.0,24,54,207506.25,0,0,425.0,0
344,75304,2200020,58,263000,319730111970,200000,477000,442000,20,18,1972000,1774800.0,25,54,36975.0,0,0,425.0,0
345,62197,4024640,56,1751000,348816282220,1800000,15588000,10910000,32,4,38138000,34324200.0,26,54,715087.5,0,0,550.0,1
346,72909,8146580,44,642000,249959797070,1390000,11817000,4331000,8,80,57998000,55098100.0,21,90,1147877.0833333300,0,0,625.0,1
347,59856,9281940,41,1043000,345170575000,1990000,15604000,13555000,0,24,1552000,1474400.0,29,78,30716.666666666700,0,0,650.0,1
348,18491,821080,26,520000,369894516640,1030000,7746000,1233000,4,86,29917000,26925300.0,29,54,560943.75,0,0,575.0,1
349,13657,4493500,47,546000,233439130360,710000,5415000,5197000,26,98,12117000,11511150.0,26,84,239815.625,0,0,700.0,1
350,83005,1074320,54,130000,213371328750,460000,3577000,2238000,22,82,3906000,3710700.0,23,84,77306.25,0,0,650.0,1
351,52784,7236960,42,183000,333464589780,570000,3009000,1494000,34,32,6319000,6003050.0,27,54,125063.54166666700,0,0,675.0,1
352,89140,4333600,50,938000,279069719010,50000,161000,79000,22,62,434000,390600.0,25,54,8137.5,0,0,550.0,1
353,79963,700940,57,1314000,266408789620,1540000,6551000,1916000,18,58,2780000,2641000.0,20,84,55020.833333333300,0,0,675.0,1
354,32088,727320,55,851000,286131608510,40000,153000,131000,0,30,596000,536400.0,24,78,11175.0,0,0,475.0,0
355,19937,3481540,50,1237000,401959180910,1040000,6616000,3676000,4,22,28492000,25642800.0,23,72,534225.0,0,0,500.0,0
356,11693,1776980,54,577000,370864282860,440000,4228000,3624000,6,70,3359000,3023100.0,29,54,62981.25,0,0,550.0,1
357,42494,5415120,26,815000,373243394190,360000,2262000,1309000,6,50,5867000,5280300.0,28,66,110006.25,0,0,525.0,1
358,62882,9719520,50,265000,330042783540,950000,1166000,1021000,8,94,4315000,3883500.0,28,54,80906.25,0,0,600.0,1
359,55040,1657720,53,1539000,215579738120,430000,2959000,1564000,10,42,5658000,5092200.0,28,78,106087.5,0,0,525.0,1
360,2053,318840,48,684000,409875238940,240000,567000,549000,26,90,1954000,1856300.0,21,90,38672.916666666700,0,0,650.0,1
361,82364,7427300,45,1926000,359594877510,1000000,3512000,1556000,28,50,6050000,5747500.0,28,84,119739.58333333300,0,0,675.0,1
362,79590,1199980,36,259000,226323952870,90000,585000,210000,26,24,189000,170100.0,26,72,3543.75,0,0,475.0,0
363,78905,4747200,42,1893000,351372004520,180000,261000,185000,4,80,1149000,1034100.0,27,78,21543.75,0,0,450.0,0
364,16800,7699760,46,1636000,270905439220,1430000,13291000,5712000,12,6,40571000,36513900.0,24,48,760706.25,0,0,500.0,0
365,84915,4433420,44,925000,214194761760,1370000,3266000,2150000,6,50,7508000,6757200.0,29,78,140775.0,0,0,600.0,1
366,28102,693780,55,1074000,219710770210,210000,532000,445000,12,92,1585000,1426500.0,27,78,29718.75,0,0,600.0,1
367,57768,1290480,34,1606000,379719662100,1690000,10670000,2021000,20,68,20265000,19251750.0,29,72,401078.125,0,0,675.0,1
368,14813,301400,47,850000,210323702650,280000,2374000,948000,16,50,11164000,10047600.0,28,60,209325.0,0,0,575.0,1
369,45267,7132420,47,1195000,403746594430,220000,1154000,342000,14,30,5234000,4710600.0,26,48,98137.5,0,0,525.0,1
370,44747,4580780,50,223000,318150117050,1010000,1365000,1122000,38,28,3812000,3621400.0,23,48,75445.83333333330,0,0,650.0,1
371,85507,5859880,46,1074000,224410032470,530000,1441000,548000,38,70,2596000,2466200.0,28,54,51379.166666666700,0,0,700.0,1
372,61129,2757180,35,1801000,381695035490,590000,4921000,2450000,18,96,20127000,19120650.0,21,72,398346.875,0,0,650.0,1
